HabitoPago;Km_Score;Habito;Km_Grupo;Tercero;CargaNacional;VariosVehiculos;Antiguedad;Arpu;Km_Recorridos;NroRevisiones;Uso;Balance;AtencionAlarmas;TiempoActivo;Facturado;OdsUnidad;Grupo;Target
HA;km-;5;1;0;0;0;0,045454545;0,4685;0,118316425;0;0;-1;1;0;0;1;0,903391572;0
HE;km++;1;3;0;0;1;0,09090909;0,3439;0,118171223;0;0,435;-1;1;0,833;0;1;0;1
HB;km++;4;3;0;1;0;0,318181818;0,4685;0,117831146;0;0,051;0;1;0,225;0;1;0,871531346;0
HE;Estable;1;2;0;1;0;0,051136363;0,4685;0,117743261;0;0;-1;1;0;0;1;0,251798561;0
HB;km+;4;3;0;1;0;0,204545454;0,6012;0,117521637;0;0;-1;1;0,677;0;1;0,869475847;0
HB;km+;4;3;0;1;0;0,068181818;0,4685;0,117242697;0;0,485;-1;1;0,322;1;1;0;1
HE;km-;1;1;0;1;0;0,181818181;0,4639;0,117166275;0;0;-1;1;0,838;1;1;0,18602261;1
HB;km+;4;3;0;0;0;0,130681818;0,3439;0,117074569;0;0,025;-1;1;0;0;1;0,845837615;1
HA;km-;5;1;0;0;1;0,045454545;0,2331;0,117005789;0;0;-1;1;0,225;0;1;0,913669064;0
H0;km+;0;3;0;0;0;0,051136363;0,4685;0,116787986;0;0,686;-1;1;0,741;0;1;0;1
HA;km+;5;3;0;0;0;0,346590909;0,3439;0,116711565;0;0,421;0;1;0,258;1;1;0,976361767;1
H0;km+;0;3;0;1;0;0,113636363;0,4685;0,116608395;0;0;-1;1;0,677;0;1;0,107913669;0
H0;km--;0;1;0;0;0;0,022727272;0,4685;0,116413519;0;0,154;-1;1;0,709;0,97;1;0,017471736;0
H0;Estable;0;2;0;0;0;0,09090909;0,4685;0,116050515;0;0,069;-1;1;0,354;1;1;0,062692702;1
H0;km+;0;3;0;0;0;0,022727272;0,4685;0,116004662;0;0;0;1;0,677;0;1;0,086330935;0
HE;km-;1;1;0;1;0;0,113636363;0,4685;0,115809786;0;0,142;-1;1;0;0;1;0,178828365;0
HC;km-;3;1;0;0;0;0,164772727;0,4894;0,115798323;0;0;-1;1;0;0;1;0,593011305;0
HE;Estable;1;2;1;0;0;0,375;0,5118;0,115775396;0;0,096;0;1;0;0;1;0,286742034;0
HC;km++;3;3;0;1;0;0,267045454;0,4685;0,115763933;0;0;-1;1;0;0;1;0,716341212;0
H0;km-;0;1;0;1;0;0,176136363;0,6139;0,115595804;0;0,127;-1;1;0,645;0;1;0,047276464;1
HA;km--;5;1;0;1;0;0,085227272;0,4685;0,115569057;0;0;-1;0,8;1;1;1;0;1
H0;km-;0;1;0;1;0;0,227272727;0,3439;0,11526719;0;0,291;-1;1;0,225;1;1;0,05241521;0
HD;Estable;2;2;0;1;0;0,022727272;0,4685;0,115137273;0;0;-1;1;0,225;0;1;0,471736896;0
H0;km+;0;3;0;1;0;0,005681818;0,4685;0,114839227;0;0,609;-1;1;1;1;1;0;1
HD;km--;2;1;0;0;0;0,039772727;0,3439;0,114781911;0;0,326;-1;1;0,258;1;1;0,391572456;1
HA;km+;5;3;0;1;0;0,051136363;0,3748;0,11477809;0;0;-1;1;0;0;1;0,980472764;0
HD;km+;2;3;0;0;0;0,136363636;0,4685;0,114747521;0;0,438;-1;1;0,903;1;1;0,50565262;1
HE;km--;1;1;0;1;0;0,130681818;0,2057;0,114613783;0;0;-1;1;0;0;1;0,178828365;0
HD;Estable;2;2;0;1;0;0,02840909;0,4685;0,114369233;0;0;-1;1;0;0;1;0,471736896;0
HB;km+;4;3;0;1;0;0,096590909;0,4685;0,114159072;0;0;-1;1;0,225;0;1;0,8663926;0
H0;km+;0;3;0;0;0;0,011363636;0,3439;0,114136146;0;0,083;-1;1;1;1;1;0;1
HE;Estable;1;2;0;0;1;0,477272727;0,3439;0,114044439;0;0,025;-1;1;0;0;1;0,247687564;1
HA;km++;5;3;0;1;0;0,27840909;0,3439;0,113971839;0;0,211;0;1;0,87;1;1;0,994861253;1
H0;km++;0;3;0;1;0;0,005681818;0,3439;0,113887774;0;0,108;-1;1;1;1;1;0;1
HA;km+;5;3;0;0;0;0,306818181;0,3879;0,113857206;0;0,015;0;1;0,322;1;1;0,975334018;0
HD;km+;2;3;0;1;1;0,039772727;0,4685;0,113755947;0;0,04;-1;1;0,225;0;1;0,543679342;0
HE;km+;1;3;1;1;0;0,176136363;0,4341;0,113612655;0;0;-1;1;0,903;1;1;0,363823227;1
HC;km+;3;3;0;1;1;0,136363636;0,4685;0,113465543;0;0,203;-1;1;0,322;1;1;0,725590955;1
HE;km++;1;3;0;1;0;0,039772727;0,3439;0,113272578;0;0;0;1;0;0;1;0,321685508;0
HD;Estable;2;2;0;1;0;0,221590909;0,344;0,113272578;0;0,113;-1;1;1;1;1;0;1
HA;km-;5;1;0;0;1;0,022727272;0,4062;0,113251562;0;0,915;0;1;0,225;1;1;0,915724563;1
HE;km++;1;3;0;0;0;0,21590909;0,3439;0,113089165;0;0,105;0;1;0,161;1;1;0,307297019;0
HE;km++;1;3;0;0;0;0,034090909;0,4685;0,112993638;0;0,806;-1;1;1;0;1;0;1
HE;km+;1;3;0;1;0;0,068181818;0,4685;0,112905753;0;0;-1;1;0;0;1;0,321685508;0
H0;km++;0;3;0;0;0;0,022727272;0,4685;0,112783478;0;0,04;-1;1;1;1;1;0;1
H0;Estable;0;2;1;1;0;0,159090909;0,3399;0,112561854;0;0;-1;1;0,322;1;1;0;1
HC;Estable;3;2;0;1;0;0,02840909;0,3439;0,112271451;0;0,462;-1;1;0,354;1;1;0,659815005;1
H0;Estable;0;2;0;0;0;0,096590909;0,4685;0,112091859;0;0;-1;1;0;0;1;0,061664953;1
H0;km+;0;3;0;1;0;0,005681818;0,3439;0,111832025;0;0,522;0;1;0,354;1;1;0,106885919;0
HE;km+;1;3;0;0;0;0,056818181;0,3439;0,111820561;0;0,067;-1;1;0,225;0;1;0,29290853;0
HC;Estable;3;2;0;1;0;0,09090909;0,4685;0,111694465;0;0;-1;1;0;0;1;0,660842754;0
HC;Estable;3;2;0;0;0;0,119318181;0,4685;0,111568369;0;0,503;-1;1;1;1;1;0;1
HE;Nuevo;1;0;0;0;0;0,198863636;0,4685;0,111426988;0;0,536;-1;1;1;0;1;0;1
HE;km+;1;3;0;1;0;0,329545454;0,3879;0,11139642;0;0;-1;1;0;0;1;0,336073997;0
HE;km-;1;1;0;1;0;0,022727272;0,3439;0,111388777;0;0,163;0;1;0,161;1;1;0,174717368;0
HB;Estable;4;2;0;1;0;0,375;0,6139;0,111358209;0;0,323;-1;1;0;0;1;0,833504624;1
HD;km--;2;1;0;0;0;0,704545454;0,4293;0,111266502;0;0,237;-1;1;1;1;1;0;1
HB;km+;4;3;0;1;0;0,244318181;0,4685;0,110972278;0;0,025;-1;1;0;0;1;0,871531346;0
H0;km+;0;3;0;1;0;0,198863636;0,4685;0,110903498;0;0;0;1;0,322;1;1;0,112024665;0
HD;Estable;2;2;0;1;0;0,318181818;0,3879;0,110899677;0;0,102;-1;1;1;1;1;0;1
HB;km+;4;3;0;1;0;0,113636363;0,3439;0,110865287;0;0;-1;1;0,225;0;1;0,8663926;0
H0;km+;0;3;0;1;0;0,022727272;0,4685;0,110727728;0;0,085;0;1;0,677;0;1;0,102774922;0
HE;km--;1;1;0;1;1;0,551136363;0,4685;0,110725817;0;0;-1;1;0;0;1;0,208633093;0
HE;Estable;1;2;0;1;1;0,142045454;0,4685;0,110721996;0;0,052;-1;1;1;0;1;0;1
HB;km--;4;1;0;1;1;0,244318181;0,4685;0,110593989;0;0,436;-1;1;0,645;0;1;0,798561151;1
HA;km+;5;3;0;0;0;0,02840909;0,4685;0,11049082;0;0,135;-1;1;0,354;1;1;0,965056526;1
HE;km--;1;1;0;0;0;0,414772727;0,4685;0,110471714;0;0;-1;1;1;1;1;0;1
HB;km-;4;1;0;0;0;0,460227272;0,4639;0,110452609;0;0,054;-1;1;0,225;0;1;0,764645426;1
HA;km-;5;1;0;0;0;0,176136363;0,6217;0,110230985;0;0,163;0;1;0,838;1;1;0,910585817;1
HE;km++;1;3;0;0;0;0,045454545;0,4685;0,110219522;0;0;-1;1;0;0;1;0,29290853;0
H0;km+;0;3;0;0;0;0,034090909;0,3439;0,110120173;0;0;-1;1;0,645;0;1;0,086330935;0
HC;km+;3;3;0;1;0;0,045454545;0,2724;0,110093426;0;0;0;1;0,225;0;1;0,702980472;0
HB;Estable;4;2;0;1;0;0,02840909;0,4685;0,110066678;0;0;0;1;1;0;1;0;1
HC;Nuevo;3;0;0;0;0;0,323863636;0,4617;0,109871802;0;0,218;-1;1;0,937;0;1;0;1
H0;km+;0;3;0;0;0;0,034090909;0,4685;0,109764812;0;0;-1;1;0,645;0;1;0,086330935;0
HE;km-;1;1;0;1;0;0,198863636;0,4685;0,109738064;0;0,025;-1;1;0,225;0;1;0,184994861;0
HD;km--;2;1;1;0;0;0,369318181;0,5118;0,109726601;0;0,093;0;1;0,225;1;1;0,451181911;1
HE;km--;1;1;0;0;0;0,119318181;0,4685;0,109703674;0;0,077;0;1;0,225;0;1;0,147995889;0
HE;km--;1;1;0;1;0;0,045454545;0,3439;0,109684569;0;0,015;0;1;1;1;1;0;1
HD;km+;2;3;0;1;0;0,142045454;0,4685;0,109676926;0;0;-1;1;0,225;0;1;0,534429599;0
HD;km+;2;3;0;0;0;0,056818181;0,3439;0,109520261;0;0;-1;1;1;0;1;0;1
HB;km+;4;3;0;1;0;0,068181818;0,4685;0,109485871;0;0;-1;1;0,258;1;1;0,863309352;0
HA;Estable;5;2;0;0;0;0,051136363;0,4685;0,109355954;0;0;0;1;0,225;1;1;0,936279547;1
HB;km-;4;1;0;0;0;0,051136363;0,3439;0,109233679;0;0,025;-1;1;0,225;0;1;0,757451181;0
HA;km+;5;3;0;1;0;0,079545454;0,4685;0,109187826;0;0,094;-1;1;0,322;1;1;0,98663926;0
H0;km+;0;3;0;0;0;0,045454545;0,4685;0,109176363;0;0,076;-1;1;0,645;0;1;0,086330935;0
H0;km+;0;3;0;1;0;0,056818181;0,4685;0,109141973;0;0;-1;1;0,645;0;1;0,102774922;0
HE;km--;1;1;0;1;0;0,051136363;0,4685;0,109138152;0;0,555;-1;1;0,483;1;1;0,177800616;1
H0;km+;0;3;0;1;0;0,017045454;0,3628;0,109115225;0;0;1;1;0,322;1;1;0,104830421;0
HC;Estable;3;2;0;0;0;0,125;0,4685;0,10909612;0;0,204;-1;1;0,225;1;1;0,641315519;0
HD;km+;2;3;1;1;1;0,710227272;0,4486;0,109094846;0;0,598;-1;1;0,258;1;1;0,552929085;1
HC;km+;3;3;0;1;0;0,232954545;0,3439;0,109084656;0;0,055;0;1;0;0;1;0,716341212;1
HD;km+;2;3;0;1;0;0,096590909;0,3439;0,109000592;0;0,025;-1;1;0,225;0;1;0,530318602;0
HB;km--;4;1;0;1;1;0,0625;0,4685;0,108929902;0;0;-1;1;0,322;1;1;0,792394655;1
HE;km+;1;3;1;1;0;0,170454545;0,3399;0,10885157;0;0;-1;1;0,225;0;1;0,361767728;0
HE;km+;1;3;0;0;0;0,0625;0,4685;0,108813359;0;0,196;-1;1;0,225;1;1;0,293936279;0
HC;km-;3;1;0;1;0;0,045454545;0,4685;0,108660515;0;0;1;1;1;0;1;0;1
HE;km+;1;3;0;1;0;0,02840909;0,4685;0,108618483;0;0;-1;1;0,225;1;1;0,323741007;0
HD;km--;2;1;0;0;0;0,107954545;0,4685;0,108148488;0;0;-1;1;0,225;0;1;0,393627954;0
HB;km+;4;3;0;0;0;0,636363636;0,3513;0,108114098;0;0,37;0;1;0,258;0,933;1;0,854059609;1
HC;km++;3;3;0;0;0;0,21590909;0,6012;0,108098814;0;0,764;0;1;0,935;1;1;0;1
HE;km++;1;3;0;1;0;0,022727272;0,3439;0,108030034;0;0,158;-1;1;1;1;1;0;1
HC;Estable;3;2;0;0;1;0,170454545;0,4062;0,108028123;0;0,118;-1;1;0,225;1;1;0,654676258;1
HE;km+;1;3;0;1;0;0,045454545;0,4685;0,107949791;0;0;-1;1;0,225;0;1;0,321685508;0
HE;km+;1;3;0;0;0;0,085227272;0,4685;0,107926864;0;0;-1;1;0;0;1;0,297019527;0
H0;km+;0;3;0;0;0;0,022727272;0,4685;0,107689956;0;0,051;-1;1;0,225;0;1;0,086330935;0
HD;km--;2;1;0;1;0;0,017045454;0,4685;0,107659387;0;0,025;-1;1;1;1;1;0;1
HE;Estable;1;2;0;0;0;0,272727272;0,4685;0,107651745;0;0,213;-1;1;0,354;1;1;0,242548818;1
HD;Estable;2;2;0;0;0;0,096590909;0,3027;0,107575323;0;0;1;1;0,225;0;1;0,456320657;0
HD;km--;2;1;0;0;0;0,1875;0,5023;0,107487438;0;0;-1;1;0,258;1;1;0,3987667;1
HD;km+;2;3;0;0;0;0,09090909;0,3027;0,107395732;0;0;1;1;1;0;1;0;1
HE;km-;1;1;0;0;0;0,232954545;0,3439;0,107365163;0;0,065;-1;1;0,225;0;1;0,156217882;0
HE;Estable;1;2;0;1;1;0,420454545;0,4487;0,107231425;0;0;0;1;0;0;1;0,280575539;0
HC;km+;3;3;0;1;0;0,176136363;0,4685;0,107032728;0;0,475;-1;1;0,322;1;1;0,715313463;1
H0;km+;0;3;0;1;0;0,431818181;0,4685;0,106994517;0;0;-1;1;0;0;1;0,113052415;0
HC;km+;3;3;0;0;0;0,136363636;0,4487;0,106986875;0;0;0;1;0,225;1;1;0,683453237;0
HC;km+;3;3;0;0;0;0,15340909;0,4685;0,10697159;0;0;-1;1;0;0;1;0,689619732;0
HD;Estable;2;2;0;0;0;0,0625;0,3439;0,106849315;0;0;-1;1;0,225;0;1;0,45323741;0
HA;Estable;5;2;0;1;0;0,232954545;0,4894;0,106826388;0;0,025;-1;1;0,677;0;1;0,955806783;0
HA;km--;5;1;0;1;0;0,113636363;0,4685;0,10676143;0;0,619;-1;1;1;1;1;0;1
HA;km--;5;1;0;1;0;0,02840909;0,3439;0,106578017;0;0;-1;1;0,258;1;1;0,920863309;0
HE;km++;1;3;0;1;0;0,329545454;0,3879;0,106394605;0;0;-1;1;0;0;1;0,336073997;0
HE;km+;1;3;0;1;1;0,051136363;0,3045;0,106369767;0;0,561;-1;1;0,354;1;1;0,34635149;1
H0;km-;0;1;0;1;1;0,045454545;0,4685;0,106314362;0;0;-1;1;0,645;0;1;0,054470709;0
HB;Estable;4;2;0;1;0;0,369318181;0,6139;0,106268508;0;0,239;-1;1;0,225;1;1;0,834532374;1
HD;km++;2;3;0;1;0;0,3125;0,3879;0,106150054;0;0,102;-1;1;1;1;1;0;1
HE;km+;1;3;0;1;1;0,176136363;0,3439;0,106021092;0;0,515;-1;1;0,258;1;1;0,351490236;1
HE;km++;1;3;0;0;0;0,25;0,4208;0,106016316;0;0,056;0;1;0,258;0,914;1;0,30626927;1
HD;km+;2;3;0;0;0;0,710227272;0,3953;0,105959;0;0,267;-1;1;0,967;1;1;0,513874614;1
HE;km+;1;3;0;1;0;0,176136363;0,4685;0,105928431;0;0,387;-1;1;1;1;1;0;1
HA;Estable;5;2;0;1;1;0,102272727;0,4727;0,105913146;0;0;-1;1;0,677;0;1;0,957862281;0
HE;Estable;1;2;0;1;1;0,431818181;0,4685;0,105781319;0;0,056;-1;1;0,645;1;1;0,281603288;1
HE;km+;1;3;0;1;0;0,068181818;0,3279;0,105756482;0;0,188;-1;1;1;1;1;0;1
H0;Estable;0;2;0;1;0;0,477272727;0,4685;0,105745018;0;0;0;1;1;1;1;0;1
H0;km++;0;3;0;1;0;0,551136363;0,3439;0,105725913;0;0;-1;1;0,258;1;1;0,114080164;1
HE;km+;1;3;0;0;0;0,022727272;0,4685;0,105710628;0;0;-1;1;0,354;1;1;0,293936279;0
HC;km+;3;3;0;1;1;0,380681818;0,6329;0,105655222;0;0,36;-1;1;0,258;1;1;0,728674203;1
HC;km--;3;1;0;1;0;0,130681818;0,4685;0,105607459;0;0,791;0;1;1;1;1;0;1
HD;Estable;2;2;0;0;0;0,318181818;0,3879;0,105557785;0;0,029;0;1;0;0;1;0,462487153;1
HD;Estable;2;2;0;1;0;0,039772727;0,4685;0,105462257;0;0,076;-1;1;0;0;1;0,471736896;0
HA;km+;5;3;0;1;1;0,414772727;0,4685;0,105450794;0;0,398;-1;1;0,741;1;1;0;1
HA;km--;5;1;0;1;0;0,107954545;0,3439;0,105420225;0;0,374;0;1;1;1;1;0;1
H0;km--;0;1;0;1;0;0,017045454;0,3439;0,105404941;0;0,051;-1;1;1;0;1;0;1
HD;km--;2;1;0;0;0;0,357954545;0,7228;0,105378193;0;0,269;-1;1;0,967;1;1;0,404933196;1
HC;Estable;3;2;0;1;0;0,068181818;0,4685;0,105324698;0;0;-1;1;0,354;1;1;0,657759506;1
HC;km+;3;3;0;1;0;0,039772727;0,3439;0,105038115;0;0,157;-1;1;1;1;1;0;1
HA;Estable;5;2;0;1;0;0,068181818;0,3439;0,104942588;0;0,025;-1;1;0,322;1;1;0,947584789;1
HA;km+;5;3;0;1;0;0,022727272;0,4685;0,104759175;0;0,209;-1;1;1;1;1;0;1
H0;km+;0;3;0;0;0;0,02840909;0,4685;0,104694217;0;0,584;-1;1;1;1;1;0;1
HA;km+;5;3;0;1;0;0,323863636;0,3753;0,104510804;0;0;-1;1;0,322;1;1;0,993833504;1
HA;Estable;5;2;0;1;0;0,045454545;0,3439;0,10432357;0;0;-1;1;0,225;0;1;0,94552929;0
HD;km-;2;1;0;0;0;0,130681818;0,3439;0,104296823;0;0,55;-1;1;0,258;1;1;0,396711202;1
HB;km+;4;3;0;1;0;0,02840909;0,3439;0,104208938;0;0;-1;1;0,225;0;1;0,862281603;0
HE;Nuevo;1;0;0;0;0;0,107954545;0,4685;0,104170727;0;0,078;-1;1;0,225;0;1;0,122302158;0
HD;Estable;2;2;0;0;0;0,3125;0,3879;0,104010241;0;0;0;1;0;0;1;0,462487153;0
HC;km--;3;1;0;0;1;0,431818181;0,4062;0,103983493;0;0,032;-1;1;0,258;1;1;0,609455292;1
HD;km+;2;3;0;1;0;0,02840909;0,4685;0,103891787;0;0,21;-1;1;1;1;1;0;1
HE;Estable;1;2;0;1;0;0,204545454;0,4685;0,103819186;0;0;-1;1;0,225;1;1;0,264131551;0
H0;km+;0;3;0;0;0;0,02840909;0,3439;0,103754227;0;0;-1;1;1;1;1;0;1
HD;km+;2;3;0;1;0;0,142045454;0,3439;0,103719837;0;0;-1;1;0,258;1;1;0,535457348;0
HA;Estable;5;2;0;1;1;0,056818181;0,4685;0,103639594;0;0,282;-1;1;1;1;1;0;1
HE;km-;1;1;0;1;0;0,056818181;0,4685;0,103628131;0;0,066;-1;1;1;1;1;0;1
H0;km--;0;1;0;1;1;0,017045454;0,4685;0,103620489;0;0;-1;1;0,225;0;1;0,054470709;0
H0;km+;0;3;0;0;0;0,022727272;0,3439;0,103463824;0;0;-1;1;0;0;1;0,086330935;0
HB;km+;4;3;0;1;0;0,079545454;0,3439;0,103429434;0;0,025;-1;1;0,225;0;1;0,8663926;0
HA;km+;5;3;0;0;0;0,051136363;0,3439;0,103383581;0;0;0;1;0;0;1;0,964028776;0
HB;km+;4;3;0;1;0;0,045454545;0,4224;0,103349191;0;0;-1;1;0,354;1;1;0,863309352;1
HE;km--;1;1;0;0;0;0,039772727;0,3439;0,103257485;0;0,498;-1;1;1;1;1;0;1
H0;km-;0;1;0;0;0;0,011363636;0,3439;0,103184884;0;0;-1;1;1;1;1;0;1
H0;Estable;0;2;0;1;0;0,022727272;0,4685;0,103165778;0;0;0;1;0,322;1;1;0,068859198;1
HC;km-;3;1;0;0;0;0,113636363;0,4685;0,102959439;0;0,158;-1;1;0,806;1;1;0,588900308;1
HD;km+;2;3;0;0;0;0,295454545;0,3753;0,102905944;0;0;-1;1;0,225;0;1;0,511819116;0
HE;km-;1;1;0;1;0;0,181818181;0,3439;0,102879196;0;0;-1;1;0,258;1;1;0,18602261;0
H0;km+;0;3;0;0;1;0,068181818;0,4685;0,102802774;0;0,301;-1;1;0,451;0;1;0,099691675;1
HC;Estable;3;2;0;1;0;0,085227272;0,4685;0,102730173;0;0,015;-1;1;0;0;1;0,660842754;0
H0;Estable;0;2;1;1;0;0,289772727;0,3126;0,102539118;0;0;-1;1;0,645;0;1;0,085303186;1
H0;km-;0;1;0;1;1;0,051136363;0,4685;0,102531476;0;0,573;-1;1;1;1;1;0;1
HE;km-;1;1;0;1;1;0,113636363;0,4685;0,102495176;0;0;-1;1;0;0;1;0,200411099;1
H0;km--;0;1;0;0;1;0,244318181;0,4685;0,102448686;0;0,582;-1;1;0,322;1;1;0,035971223;1
HE;km+;1;3;0;0;0;0,039772727;0,3439;0,102393917;0;0,051;-1;1;0;0;1;0,29290853;0
HE;km+;1;3;0;0;1;0,164772727;0,4685;0,102273552;0;0,272;-1;1;0,258;1;1;0,317574511;1
HB;km--;4;1;0;1;0;0,4375;0,6139;0,102248715;0;0,069;-1;1;0,225;0;1;0,788283658;1
H0;km+;0;3;0;0;0;0,022727272;0,3439;0,102187578;0;0;0;1;0;0;1;0,086330935;0
H0;km-;0;1;0;1;1;0,02840909;0,4685;0,10216083;0;0,332;-1;1;0,322;1;1;0;1
HC;km+;3;3;0;1;0;0,1875;0,3439;0,102069124;0;0;-1;1;0;0;1;0,712230215;0
HD;Estable;2;2;0;0;0;0,710227272;0,4685;0,101900995;0;0,146;-1;1;0,225;1;1;0,463514902;0
HE;Estable;1;2;1;1;0;0,181818181;0,451;0,10181311;0;0;-1;1;0,903;1;1;0,287769784;1
HC;km++;3;3;0;0;1;0,289772727;0,4685;0,101635429;0;0;-1;1;0,225;1;1;0,701952723;1
HE;km+;1;3;1;1;0;0,522727272;0,4685;0,101618234;0;0;-1;1;0,838;0;1;0,364850976;1
HE;Estable;1;2;0;1;1;0,409090909;0,4487;0,101594034;0;0,11;0;1;1;1;1;0;1
H0;km+;0;3;0;1;0;0,022727272;0,3439;0,101541812;0;0;-1;1;0;0;1;0,102774922;0
HA;km++;5;3;0;0;0;0,068181818;0,6139;0,101507422;0;0;-1;1;0;0;1;0,964028776;0
HE;Estable;1;2;0;0;0;0,068181818;0,4685;0,101415716;0;0,051;-1;1;0;0;1;0,22610483;0
H0;km--;0;1;0;0;0;0,011363636;0,3439;0,101148239;0;0,362;-1;1;1;1;1;0;1
HE;km+;1;3;0;1;0;0,198863636;0,4685;0,10111385;0;0,067;-1;1;0,666;0;1;0,33299075;1
HC;km--;3;1;0;0;0;0,09090909;0,4685;0,101071818;0;0,515;0;1;1;1;1;0;1
H0;km-;0;1;0;1;0;0,011363636;0,4685;0,100953364;0;0,03;-1;1;1;1;1;0;1
HE;km+;1;3;0;1;0;0,477272727;0,4685;0,100857836;0;0,025;-1;1;0,225;0;1;0,336073997;0
H0;km--;0;1;0;0;0;0,017045454;0,4685;0,100850194;0;0,963;-1;1;1;1;1;0;1
H0;km+;0;3;0;1;0;0,085227272;0,4685;0,100620928;0;0;0;1;0,677;0;1;0,107913669;0
HE;km+;1;3;0;0;0;0,039772727;0,3439;0,100605644;0;0;-1;1;0,225;0;1;0,29290853;0
HD;Estable;2;2;0;0;0;0,284090909;0,3753;0,100510116;0;0,122;-1;1;1;1;1;0;1
H0;km+;0;3;0;0;0;0,09090909;0,4685;0,100502474;0;0,164;-1;1;1;1;1;0;1
H0;km-;0;1;0;1;0;0,039772727;0,3439;0,100468084;0;0;-1;1;0,322;1;1;0,03905447;1
H0;km-;0;1;0;0;0;0,125;0,4685;0,100460442;0;0,014;-1;1;0,354;1;1;0,022610483;1
H0;Estable;0;2;0;1;0;0,011363636;0,4685;0,1004528;0;0,076;-1;1;1;1;1;0;1
HC;km-;3;1;0;1;0;0,056818181;0,4685;0,100288493;0;0,497;-1;1;0,354;1;1;0,614594039;1
HE;Estable;1;2;0;1;1;0,068181818;0,4685;0,100254103;0;0;-1;1;1;0;1;0;1
HE;km+;1;3;0;0;1;0,1875;0,2751;0,100191055;0;0;-1;1;0,354;1;1;0,316546762;1
HE;Estable;1;2;0;0;0;0,238636363;0,4685;0,100131828;0;0,041;-1;1;0,354;1;1;0,240493319;1
HC;Estable;3;2;0;0;0;0,142045454;0,4487;0,099975163;0;0;0;1;0;0;1;0,642343268;1
HD;km+;2;3;0;0;0;0,039772727;0,3439;0,099956057;0;0;-1;1;0;0;1;0,498458376;0
H0;km-;0;1;0;1;0;0,017045454;0,3439;0,099841425;0;0,025;-1;1;0,645;0;1;0,038026721;0
H0;km-;0;1;0;1;0;0,096590909;0,3439;0,099761181;0;0,79;0;1;1;1;1;0;1
HA;km+;5;3;0;1;0;0,039772727;0,3439;0,099730613;0;0,121;-1;1;1;1;1;0;1
HD;km--;2;1;0;1;0;0,142045454;0,4685;0,099604517;0;0,108;-1;1;0,354;1;1;0,428571428;0
H0;km+;0;3;0;0;0;0,039772727;0,3439;0,099558663;0;0,097;-1;1;1;1;1;0;1
HC;km-;3;1;0;1;0;0,113636363;0,4685;0,099543379;0;0;-1;1;0,225;0;1;0,615621788;0
H0;km+;0;3;0;1;0;0,011363636;0,3439;0,09933704;0;0,158;-1;1;1;1;1;0;1
H0;km--;0;1;0;1;0;0,494318181;0,4685;0,099333219;0;0;0;1;0;0;1;0,050359712;0
HD;Estable;2;2;0;0;0;0,71590909;0,4685;0,099325577;0;0,014;-1;1;0;0;1;0,462487153;0
H0;km--;0;1;0;1;0;0,017045454;0,3439;0,099214765;0;0,025;-1;1;0,225;0;1;0,038026721;0
HE;km++;1;3;0;0;1;0,079545454;0,4685;0,09919948;0;0,668;-1;1;1;0;1;0;1
H0;km-;0;1;0;0;0;0,102272727;0,4685;0,099153627;0;0,025;0;1;0,645;0;1;0,021582733;1
HC;km+;3;3;0;0;0;0,056818181;0,3439;0,099042815;0;0;-1;1;0;0;1;0,67934224;0
H0;km+;0;3;0;1;0;0,005681818;0,4685;0,099035173;0;0,278;-1;1;1;1;1;0;1
HC;km--;3;1;0;1;0;0,27840909;0,5736;0,098943467;0;0,029;-1;1;0,838;1;1;0,62589928;1
HE;km+;1;3;1;1;0;0,301136363;0,3126;0,098790623;0;0;0;1;0,225;0;1;0,364850976;0
HB;km+;4;3;0;1;0;0,079545454;0,3439;0,098756233;0;0;-1;1;0,225;0;1;0,8663926;0
HC;Estable;3;2;0;1;0;0,210227272;0,4685;0,098668348;0;0,106;0;1;0,322;1;1;0,669064748;1
HB;km-;4;1;0;0;1;0,181818181;0,3439;0,098576642;0;0;-1;1;0,645;0;1;0,774922918;1
H0;km+;0;3;0;1;0;0,494318181;0,3439;0,098450545;0;0;0;1;1;0;1;0;1
HE;Estable;1;2;0;1;1;0,414772727;0,4487;0,098402145;0;0,053;0;1;0,225;1;1;0,281603288;0
HC;km--;3;1;0;0;0;0,09090909;0,3439;0,098389408;0;0,387;1;1;1;1;1;0;1
H0;km+;0;3;0;1;0;0,022727272;0,4685;0,098205995;0;0;-1;1;0,677;0;1;0,102774922;0
HE;Estable;1;2;0;1;0;0,102272727;0,4685;0,098148679;0;0,271;-1;1;1;1;1;0;1
HC;Estable;3;2;0;1;1;0,244318181;0,3439;0,098087541;0;0,034;-1;1;0,032;0;1;0,677286742;1
H0;km+;0;3;0;1;0;0,022727272;0,4685;0,098060794;0;0,015;-1;1;0;0;1;0,102774922;0
HE;Estable;1;2;0;1;0;0,255681818;0,4685;0,098011119;0;0;-1;1;0;0;1;0,265159301;0
HE;km+;1;3;0;0;0;0,352272727;0,3439;0,097988193;0;0;-1;1;0,225;0;1;0,305241521;0
HD;Estable;2;2;0;1;0;0,034090909;0,4685;0,097957624;0;0;-1;1;0,225;0;1;0,471736896;0
HA;Estable;5;2;0;1;0;0,102272727;0,3439;0,097835349;0;0;-1;1;0,322;1;1;0,951695786;1
